School Name,State,Sport,TeamID,Notes
St. Mary Catholic High School,WI,Boys Baseball,141209,
St. Mary Catholic High School,WI,Boys Basketball,141612,
St. Mary Catholic High School,WI,Boys Cross Country,143588,
St. Mary Catholic High School,WI,Boys Football,151324,
St. Mary Catholic High School,WI,Boys Golf,142447,
St. Mary Catholic High School,WI,Boys Soccer,142882,
St. Mary Catholic High School,WI,Boys Tennis,147127,
St. Mary Catholic High School,WI,Boys Track and Field,145663,
St. Mary Catholic High School,WI,Girls Basketball,142059,
St. Mary Catholic High School,WI,Girls Cross Country,143247,
St. Mary Catholic High School,WI,Girls Golf,153966,
St. Mary Catholic High School,WI,Girls Soccer,144453,
St. Mary Catholic High School,WI,Girls Softball,145242,
St. Mary Catholic High School,WI,Girls Tennis,144702,
St. Mary Catholic High School,WI,Girls Track and Field,146045,
St. Mary Catholic High School,WI,Girls Volleyball,143928,
St. Mary's Springs High School,WI,Boys Baseball,141210,
St. Mary's Springs High School,WI,Boys Basketball,141613,
St. Mary's Springs High School,WI,Boys Cross Country,143589,
St. Mary's Springs High School,WI,Boys Football,146323,
St. Mary's Springs High School,WI,Boys Golf,142448,
St. Mary's Springs High School,WI,Boys Hockey,147027,
St. Mary's Springs High School,WI,Boys Tennis,142664,
St. Mary's Springs High School,WI,Boys Track and Field,145664,
St. Mary's Springs High School,WI,Girls Basketball,142060,
St. Mary's Springs High School,WI,Girls Cross Country,143248,
St. Mary's Springs High School,WI,Girls Soccer,144454,
St. Mary's Springs High School,WI,Girls Softball,145243,
St. Mary's Springs High School,WI,Girls Tennis,147117,
St. Mary's Springs High School,WI,Girls Track and Field,146046,
St. Mary's Springs High School,WI,Girls Volleyball,143929,
Stevens Point High School,WI,Boys Baseball,141035,
Stevens Point High School,WI,Boys Basketball,141349,
Stevens Point High School,WI,Boys Cross Country,143359,
Stevens Point High School,WI,Boys Football,146341,
Stevens Point High School,WI,Boys Golf,142260,
Stevens Point High School,WI,Boys Hockey,144117,
Stevens Point High School,WI,Boys Lacrosse-Boys,154062,
Stevens Point High School,WI,Boys Soccer,142726,
Stevens Point High School,WI,Boys Swimming & Diving,142488,
Stevens Point High School,WI,Boys Tennis,142602,
Stevens Point High School,WI,Boys Track and Field,145402,
Stevens Point High School,WI,Boys Wrestling,144792,
Stevens Point High School,WI,Girls Basketball,141798,
Stevens Point High School,WI,Girls Cross Country,143020,
Stevens Point High School,WI,Girls Golf,144197,
Stevens Point High School,WI,Girls Gymnastics,144076,
Stevens Point High School,WI,Girls Hockey,155611,
Stevens Point High School,WI,Girls Soccer,144301,
Stevens Point High School,WI,Girls Softball,145025,
Stevens Point High School,WI,Girls Swimming & Diving,144496,
Stevens Point High School,WI,Girls Tennis,144631,
Stevens Point High School,WI,Girls Track and Field,145788,
Stevens Point High School,WI,Girls Volleyball,143697,
Stevens Point High School,WI,Girls Wrestling,149596,
Stockbridge High School,WI,Boys Basketball,141724,
Stockbridge High School,WI,Boys Golf,150784,
Stockbridge High School,WI,Boys Soccer,146860,
Stockbridge High School,WI,Girls Basketball,142161,
Stockbridge High School,WI,Girls Volleyball,144048,
Stoughton High School,WI,Boys Baseball,141036,
Stoughton High School,WI,Boys Basketball,141428,
Stoughton High School,WI,Boys Cross Country,143360,
Stoughton High School,WI,Boys Football,146342,
Stoughton High School,WI,Boys Golf,142261,
Stoughton High School,WI,Boys Hockey,155568,
Stoughton High School,WI,Boys Soccer,142777,
Stoughton High School,WI,Boys Swimming & Diving,142517,
Stoughton High School,WI,Boys Tennis,142603,
Stoughton High School,WI,Boys Track and Field,145403,
Stoughton High School,WI,Boys Wrestling,144793,
Stoughton High School,WI,Girls Basketball,141876,
Stoughton High School,WI,Girls Cross Country,143021,
Stoughton High School,WI,Girls Golf,144198,
Stoughton High School,WI,Girls Hockey,140103,
Stoughton High School,WI,Girls Soccer,144353,
Stoughton High School,WI,Girls Softball,145026,
Stoughton High School,WI,Girls Swimming & Diving,144531,
Stoughton High School,WI,Girls Tennis,144632,
Stoughton High School,WI,Girls Track and Field,145789,
Stoughton High School,WI,Girls Volleyball,143698,
Stoughton High School,WI,Girls Wrestling,147277,
Sturgeon Bay High School,WI,Boys Baseball,141122,
Sturgeon Bay High School,WI,Boys Basketball,141520,
Sturgeon Bay High School,WI,Boys Cross Country,143471,
Sturgeon Bay High School,WI,Boys Football,147151,
Sturgeon Bay High School,WI,Boys Golf,142367,
Sturgeon Bay High School,WI,Boys Soccer,142885,
Sturgeon Bay High School,WI,Boys Track and Field,145543,
Sturgeon Bay High School,WI,Boys Wrestling,139955,
Sturgeon Bay High School,WI,Girls Basketball,141968,
Sturgeon Bay High School,WI,Girls Cross Country,143129,
Sturgeon Bay High School,WI,Girls Golf,147011,
Sturgeon Bay High School,WI,Girls Soccer,144456,
Sturgeon Bay High School,WI,Girls Softball,145179,
Sturgeon Bay High School,WI,Girls Swimming & Diving,139199,
Sturgeon Bay High School,WI,Girls Track and Field,145926,
Sturgeon Bay High School,WI,Girls Volleyball,143819,
Sturgeon Bay High School,WI,Girls Wrestling,140032,
Sun Prairie East High School,WI,Boys Baseball,141037,
Sun Prairie East High School,WI,Boys Basketball,141350,
Sun Prairie East High School,WI,Boys Cross Country,143361,
Sun Prairie East High School,WI,Boys Football,146344,
Sun Prairie East High School,WI,Boys Golf,142262,
Sun Prairie East High School,WI,Boys Hockey,155570,
Sun Prairie East High School,WI,Boys Lacrosse-Boys,140752,
Sun Prairie East High School,WI,Boys Soccer,142727,
Sun Prairie East High School,WI,Boys Swimming & Diving,142489,
Sun Prairie East High School,WI,Boys Tennis,155801,
Sun Prairie East High School,WI,Boys Track and Field,145404,
Sun Prairie East High School,WI,Boys Wrestling,153858,
Sun Prairie East High School,WI,Girls Basketball,141799,
Sun Prairie East High School,WI,Girls Cross Country,143022,
Sun Prairie East High School,WI,Girls Golf,144199,
Sun Prairie East High School,WI,Girls Lacrosse-Girls,140789,
Sun Prairie East High School,WI,Girls Soccer,144302,
Sun Prairie East High School,WI,Girls Softball,145027,
Sun Prairie East High School,WI,Girls Swimming & Diving,144497,
Sun Prairie East High School,WI,Girls Tennis,144633,
Sun Prairie East High School,WI,Girls Track and Field,145790,
Sun Prairie East High School,WI,Girls Volleyball,143699,
Sun Prairie East High School,WI,Girls Wrestling,153861,
Sun Prairie West High School,WI,Boys Baseball,147357,
Sun Prairie West High School,WI,Boys Basketball,147358,
Sun Prairie West High School,WI,Boys Cross Country,147362,
Sun Prairie West High School,WI,Boys Football,147363,
Sun Prairie West High School,WI,Boys Golf,147359,
Sun Prairie West High School,WI,Boys Soccer,147364,
Sun Prairie West High School,WI,Boys Swimming & Diving,147360,
Sun Prairie West High School,WI,Boys Tennis,155802,
Sun Prairie West High School,WI,Boys Track and Field,147361,
Sun Prairie West High School,WI,Boys Volleyball,139236,
Sun Prairie West High School,WI,Boys Wrestling,153859,
Sun Prairie West High School,WI,Girls Basketball,147365,
Sun Prairie West High School,WI,Girls Cross Country,147366,
Sun Prairie West High School,WI,Girls Golf,147367,
Sun Prairie West High School,WI,Girls Gymnastics,155334,
Sun Prairie West High School,WI,Girls Hockey,155613,
Sun Prairie West High School,WI,Girls Soccer,147368,
Sun Prairie West High School,WI,Girls Softball,147369,
Sun Prairie West High School,WI,Girls Swimming & Diving,147370,
Sun Prairie West High School,WI,Girls Tennis,147371,
Sun Prairie West High School,WI,Girls Track and Field,147372,
Sun Prairie West High School,WI,Girls Volleyball,147373,
Sun Prairie West High School,WI,Girls Wrestling,153860,
Tomah High School,WI,Boys Baseball,141039,
Tomah High School,WI,Boys Basketball,141429,
Tomah High School,WI,Boys Cross Country,143363,
Tomah High School,WI,Boys Football,146347,
Tomah High School,WI,Boys Golf,142264,
Tomah High School,WI,Boys Hockey,155572,
Tomah High School,WI,Boys Soccer,142778,
Tomah High School,WI,Boys Tennis,142605,
Tomah High School,WI,Boys Track and Field,145406,
Tomah High School,WI,Boys Wrestling,144795,
Tomah High School,WI,Girls Basketball,141877,
Tomah High School,WI,Girls Cross Country,143024,
Tomah High School,WI,Girls Golf,144201,
Tomah High School,WI,Girls Gymnastics,144091,
Tomah High School,WI,Girls Soccer,144354,
Tomah High School,WI,Girls Softball,145029,
Tomah High School,WI,Girls Tennis,144635,
Tomah High School,WI,Girls Track and Field,145792,
Tomah High School,WI,Girls Volleyball,143701,
Tomah High School,WI,Girls Wrestling,149585,
Tri-County High School,WI,Boys Baseball,141283,
Tri-County High School,WI,Boys Basketball,141729,
Tri-County High School,WI,Boys Cross Country,147092,
Tri-County High School,WI,Boys Football 8-Player,147018,
Tri-County High School,WI,Boys Soccer,142887,
Tri-County High School,WI,Boys Track and Field,145676,
Tri-County High School,WI,Boys Wrestling,144942,
Tri-County High School,WI,Girls Basketball,142164,
Tri-County High School,WI,Girls Cross Country,147093,
Tri-County High School,WI,Girls Softball,145249,
Tri-County High School,WI,Girls Track and Field,146058,
Tri-County High School,WI,Girls Volleyball,143942,
Tri-County High School,WI,Girls Wrestling,152291,
Two Rivers High School,WI,Boys Baseball,141125,
Two Rivers High School,WI,Boys Basketball,141522,
Two Rivers High School,WI,Boys Cross Country,143474,
Two Rivers High School,WI,Boys Football,146351,
Two Rivers High School,WI,Boys Golf,149239,
Two Rivers High School,WI,Boys Swimming & Diving,155380,
Two Rivers High School,WI,Boys Tennis,142673,
Two Rivers High School,WI,Boys Track and Field,145547,
Two Rivers High School,WI,Boys Wrestling,144863,
Two Rivers High School,WI,Girls Basketball,141970,
Two Rivers High School,WI,Girls Cross Country,143132,
Two Rivers High School,WI,Girls Softball,145108,
Two Rivers High School,WI,Girls Swimming & Diving,154643,
Two Rivers High School,WI,Girls Track and Field,145930,
Two Rivers High School,WI,Girls Volleyball,143822,
Two Rivers High School,WI,Girls Wrestling,149599,
Union Grove High School,WI,Boys Baseball,141040,
Union Grove High School,WI,Boys Basketball,155647,
Union Grove High School,WI,Boys Cross Country,143364,
Union Grove High School,WI,Boys Football,146352,
Union Grove High School,WI,Boys Golf,142265,
Union Grove High School,WI,Boys Soccer,142779,
Union Grove High School,WI,Boys Tennis,142606,
Union Grove High School,WI,Boys Track and Field,145407,
Union Grove High School,WI,Boys Volleyball,142926,
Union Grove High School,WI,Boys Wrestling,144796,
Union Grove High School,WI,Girls Basketball,141878,
Union Grove High School,WI,Girls Cross Country,143025,
Union Grove High School,WI,Girls Golf,144202,
Union Grove High School,WI,Girls Soccer,144355,
Union Grove High School,WI,Girls Softball,145030,
Union Grove High School,WI,Girls Tennis,144636,
Union Grove High School,WI,Girls Track and Field,145793,
Union Grove High School,WI,Girls Volleyball,143702,
Union Grove High School,WI,Girls Wrestling,154044,
Valders High School,WI,Boys Baseball,141127,
Valders High School,WI,Boys Basketball,141525,
Valders High School,WI,Boys Cross Country,143476,
Valders High School,WI,Boys Football,146355,
Valders High School,WI,Boys Golf,142371,
Valders High School,WI,Boys Track and Field,145550,
Valders High School,WI,Boys Wrestling,144864,
Valders High School,WI,Girls Basketball,141973,
Valders High School,WI,Girls Cross Country,143134,
Valders High School,WI,Girls Gymnastics,155336,
Valders High School,WI,Girls Soccer,144459,
Valders High School,WI,Girls Softball,145182,
Valders High School,WI,Girls Track and Field,145933,
Valders High School,WI,Girls Volleyball,143824,
Valders High School,WI,Girls Wrestling,153962,
Verona Area High School,WI,Boys Baseball,141041,
Verona Area High School,WI,Boys Basketball,141352,
Verona Area High School,WI,Boys Cross Country,143365,
Verona Area High School,WI,Boys Football,146356,
Verona Area High School,WI,Boys Golf,142266,
Verona Area High School,WI,Boys Hockey,144121,
Verona Area High School,WI,Boys Lacrosse-Boys,140754,
Verona Area High School,WI,Boys Soccer,142729,
Verona Area High School,WI,Boys Swimming & Diving,147437,
Verona Area High School,WI,Boys Tennis,142607,
Verona Area High School,WI,Boys Track and Field,145408,
Verona Area High School,WI,Boys Wrestling,144797,
Verona Area High School,WI,Girls Basketball,141801,
Verona Area High School,WI,Girls Cross Country,143026,
Verona Area High School,WI,Girls Golf,144203,
Verona Area High School,WI,Girls Gymnastics,155136,
Verona Area High School,WI,Girls Lacrosse-Girls,140791,
Verona Area High School,WI,Girls Soccer,144304,
Verona Area High School,WI,Girls Softball,145031,
Verona Area High School,WI,Girls Swimming & Diving,147438,
Verona Area High School,WI,Girls Tennis,144637,
Verona Area High School,WI,Girls Track and Field,145794,
Verona Area High School,WI,Girls Volleyball,143703,
Verona Area High School,WI,Girls Wrestling,150699,
Viroqua High School,WI,Boys Baseball,141128,
Viroqua High School,WI,Boys Basketball,141526,
Viroqua High School,WI,Boys Cross Country,143477,
Viroqua High School,WI,Boys Football,146357,
Viroqua High School,WI,Boys Hockey,155574,
Viroqua High School,WI,Boys Tennis,156168,
Viroqua High School,WI,Boys Track and Field,156193,
Viroqua High School,WI,Boys Wrestling,144865,
Viroqua High School,WI,Girls Basketball,141974,
Viroqua High School,WI,Girls Cross Country,143135,
Viroqua High School,WI,Girls Hockey,155617,
Viroqua High School,WI,Girls Softball,155671,
Viroqua High School,WI,Girls Tennis,144708,
Viroqua High School,WI,Girls Track and Field,156224,
Viroqua High School,WI,Girls Volleyball,143944,
Viroqua High School,WI,Girls Wrestling,147594,
Waterford High School,WI,Boys Baseball,141042,
Waterford High School,WI,Boys Basketball,141430,
Waterford High School,WI,Boys Cross Country,143366,
Waterford High School,WI,Boys Football,146358,
Waterford High School,WI,Boys Golf,142267,
Waterford High School,WI,Boys Soccer,142780,
Waterford High School,WI,Boys Tennis,142608,
Waterford High School,WI,Boys Track and Field,145409,
Waterford High School,WI,Boys Volleyball,150124,
Waterford High School,WI,Boys Wrestling,144798,
Waterford High School,WI,Girls Basketball,141879,
Waterford High School,WI,Girls Cross Country,143027,
Waterford High School,WI,Girls Golf,144204,
Waterford High School,WI,Girls Gymnastics,144092,
Waterford High School,WI,Girls Soccer,144356,
Waterford High School,WI,Girls Softball,145032,
Waterford High School,WI,Girls Tennis,144638,
Waterford High School,WI,Girls Track and Field,145795,
Waterford High School,WI,Girls Volleyball,143704,
Waterford High School,WI,Girls Wrestling,153877,
Waterloo High School,WI,Boys Baseball,141219,
Waterloo High School,WI,Boys Basketball,141623,
Waterloo High School,WI,Boys Cross Country,143604,
Waterloo High School,WI,Boys Football,146359,
Waterloo High School,WI,Boys Track and Field,145551,
Waterloo High School,WI,Boys Wrestling,144944,
Waterloo High School,WI,Girls Basketball,142070,
Waterloo High School,WI,Girls Cross Country,143263,
Waterloo High School,WI,Girls Softball,145183,
Waterloo High School,WI,Girls Track and Field,145934,
Waterloo High School,WI,Girls Volleyball,143946,
Waterloo High School,WI,Girls Wrestling,150776,
Watertown High School,WI,Boys Baseball,141043,
Watertown High School,WI,Boys Basketball,141353,
Watertown High School,WI,Boys Cross Country,143367,
Watertown High School,WI,Boys Football,146360,
Watertown High School,WI,Boys Golf,142268,
Watertown High School,WI,Boys Lacrosse-Boys,153958,
Watertown High School,WI,Boys Soccer,142730,
Watertown High School,WI,Boys Swimming & Diving,142490,
Watertown High School,WI,Boys Tennis,142609,
Watertown High School,WI,Boys Track and Field,145410,
Watertown High School,WI,Boys Wrestling,144799,
Watertown High School,WI,Girls Basketball,141802,
Watertown High School,WI,Girls Cross Country,143028,
Watertown High School,WI,Girls Golf,144205,
Watertown High School,WI,Girls Gymnastics,144077,
Watertown High School,WI,Girls Lacrosse-Girls,153940,
Watertown High School,WI,Girls Soccer,144305,
Watertown High School,WI,Girls Softball,145033,
Watertown High School,WI,Girls Swimming & Diving,144499,
Watertown High School,WI,Girls Tennis,144639,
Watertown High School,WI,Girls Track and Field,145796,
Watertown High School,WI,Girls Volleyball,143705,
Watertown High School,WI,Girls Wrestling,147716,
Watertown Luther Prep High School,WI,Boys Baseball,141129,
Watertown Luther Prep High School,WI,Boys Basketball,141527,
Watertown Luther Prep High School,WI,Boys Cross Country,143478,
Watertown Luther Prep High School,WI,Boys Football,146361,
Watertown Luther Prep High School,WI,Boys Golf,142372,
Watertown Luther Prep High School,WI,Boys Soccer,142889,
Watertown Luther Prep High School,WI,Boys Tennis,142676,
Watertown Luther Prep High School,WI,Boys Track and Field,145552,
Watertown Luther Prep High School,WI,Boys Wrestling,146879,
Watertown Luther Prep High School,WI,Girls Basketball,141975,
Watertown Luther Prep High School,WI,Girls Cross Country,143136,
Watertown Luther Prep High School,WI,Girls Soccer,146737,
Watertown Luther Prep High School,WI,Girls Softball,146955,
Watertown Luther Prep High School,WI,Girls Tennis,144709,
Watertown Luther Prep High School,WI,Girls Track and Field,145935,
Watertown Luther Prep High School,WI,Girls Volleyball,143825,
Waukesha North High School,WI,Boys Baseball,146910,
Waukesha North High School,WI,Boys Basketball,141431,
Waukesha North High School,WI,Boys Cross Country,143368,
Waukesha North High School,WI,Boys Football,146362,
Waukesha North High School,WI,Boys Golf,146961,
Waukesha North High School,WI,Boys Hockey,140076,
Waukesha North High School,WI,Boys Soccer,142781,
Waukesha North High School,WI,Boys Swimming & Diving,155382,
Waukesha North High School,WI,Boys Tennis,142610,
Waukesha North High School,WI,Boys Track and Field,145411,
Waukesha North High School,WI,Boys Wrestling,146946,
Waukesha North High School,WI,Girls Basketball,139796,
Waukesha North High School,WI,Girls Cross Country,143029,
Waukesha North High School,WI,Girls Gymnastics,155337,
Waukesha North High School,WI,Girls Soccer,144357,
Waukesha North High School,WI,Girls Softball,145034,
Waukesha North High School,WI,Girls Swimming & Diving,154645,
Waukesha North High School,WI,Girls Tennis,144640,
Waukesha North High School,WI,Girls Track and Field,145797,
Waukesha North High School,WI,Girls Volleyball,143706,
Waukesha North High School,WI,Girls Wrestling,153878,
Waukesha South High School,WI,Boys Baseball,146892,
Waukesha South High School,WI,Boys Basketball,141354,
Waukesha South High School,WI,Boys Cross Country,143369,
Waukesha South High School,WI,Boys Football,146363,
Waukesha South High School,WI,Boys Golf,146962,
Waukesha South High School,WI,Boys Soccer,142731,
Waukesha South High School,WI,Boys Swimming & Diving,155384,
Waukesha South High School,WI,Boys Tennis,142611,
Waukesha South High School,WI,Boys Track and Field,145412,
Waukesha South High School,WI,Boys Volleyball,139238,
Waukesha South High School,WI,Boys Wrestling,146944,
Waukesha South High School,WI,Girls Cross Country,143030,
Waukesha South High School,WI,Girls Golf,139104,
Waukesha South High School,WI,Girls Soccer,144306,
Waukesha South High School,WI,Girls Softball,145035,
Waukesha South High School,WI,Girls Swimming & Diving,154647,
Waukesha South High School,WI,Girls Tennis,144641,
Waukesha South High School,WI,Girls Track and Field,145798,
Waukesha South High School,WI,Girls Volleyball,143707,
Waukesha South High School,WI,Girls Wrestling,153893,
Waukesha West High School,WI,Boys Baseball,146912,
Waukesha West High School,WI,Boys Basketball,141355,
Waukesha West High School,WI,Boys Cross Country,143370,
Waukesha West High School,WI,Boys Football,146364,
Waukesha West High School,WI,Boys Golf,146963,
Waukesha West High School,WI,Boys Lacrosse-Boys,140756,
Waukesha West High School,WI,Boys Soccer,142782,
Waukesha West High School,WI,Boys Swimming & Diving,155386,
Waukesha West High School,WI,Boys Tennis,142612,
Waukesha West High School,WI,Boys Track and Field,145413,
Waukesha West High School,WI,Boys Volleyball,142927,
Waukesha West High School,WI,Boys Wrestling,146945,
Waukesha West High School,WI,Girls Basketball,141803,
Waukesha West High School,WI,Girls Cross Country,143031,
Waukesha West High School,WI,Girls Gymnastics,155339,
Waukesha West High School,WI,Girls Lacrosse-Girls,140793,
Waukesha West High School,WI,Girls Soccer,144358,
Waukesha West High School,WI,Girls Softball,145036,
Waukesha West High School,WI,Girls Swimming & Diving,154649,
Waukesha West High School,WI,Girls Tennis,144642,
Waukesha West High School,WI,Girls Track and Field,145799,
Waukesha West High School,WI,Girls Volleyball,143708,
Waukesha West High School,WI,Girls Wrestling,147273,
Waunakee School District,WI,Boys Baseball,141044,
Waunakee School District,WI,Boys Basketball,141432,
Waunakee School District,WI,Boys Cross Country,143371,
Waunakee School District,WI,Boys Football,146365,
Waunakee School District,WI,Boys Golf,142269,
Waunakee School District,WI,Boys Hockey,144122,
Waunakee School District,WI,Boys Lacrosse-Boys,153959,
Waunakee School District,WI,Boys Soccer,142783,
Waunakee School District,WI,Boys Swimming & Diving,142491,
Waunakee School District,WI,Boys Tennis,142613,
Waunakee School District,WI,Boys Track and Field,145414,
Waunakee School District,WI,Boys Volleyball,153984,
Waunakee School District,WI,Boys Wrestling,144800,
Waunakee School District,WI,Girls Basketball,141880,
Waunakee School District,WI,Girls Cross Country,143032,
Waunakee School District,WI,Girls Golf,144206,
Waunakee School District,WI,Girls Gymnastics,155340,
Waunakee School District,WI,Girls Lacrosse-Girls,153941,
Waunakee School District,WI,Girls Soccer,144359,
Waunakee School District,WI,Girls Softball,145037,
Waunakee School District,WI,Girls Swimming & Diving,144500,
Waunakee School District,WI,Girls Tennis,144643,
Waunakee School District,WI,Girls Track and Field,145800,
Waunakee School District,WI,Girls Volleyball,143709,
Waunakee School District,WI,Girls Wrestling,147578,
Waupaca High School,WI,Boys Baseball,141130,
Waupaca High School,WI,Boys Basketball,141433,
Waupaca High School,WI,Boys Cross Country,143479,
Waupaca High School,WI,Boys Football,146366,
Waupaca High School,WI,Boys Golf,142373,
Waupaca High School,WI,Boys Hockey,144123,
Waupaca High School,WI,Boys Soccer,142840,
Waupaca High School,WI,Boys Track and Field,145553,
Waupaca High School,WI,Boys Wrestling,144866,
Waupaca High School,WI,Girls Basketball,141881,
Waupaca High School,WI,Girls Cross Country,143137,
Waupaca High School,WI,Girls Golf,144207,
Waupaca High School,WI,Girls Soccer,144413,
Waupaca High School,WI,Girls Softball,145109,
Waupaca High School,WI,Girls Track and Field,145936,
Waupaca High School,WI,Girls Volleyball,143826,
Waupaca High School,WI,Girls Wrestling,153872,
Waupun High School,WI,Boys Baseball,141131,
Waupun High School,WI,Boys Basketball,141528,
Waupun High School,WI,Boys Cross Country,143480,
Waupun High School,WI,Boys Football,146367,
Waupun High School,WI,Boys Golf,142374,
Waupun High School,WI,Boys Hockey,144124,
Waupun High School,WI,Boys Soccer,142841,
Waupun High School,WI,Boys Tennis,142677,
Waupun High School,WI,Boys Track and Field,145554,
Waupun High School,WI,Boys Wrestling,144867,
Waupun High School,WI,Girls Basketball,141976,
Waupun High School,WI,Girls Cross Country,143138,
Waupun High School,WI,Girls Gymnastics,144093,
Waupun High School,WI,Girls Soccer,144414,
Waupun High School,WI,Girls Softball,145110,
Waupun High School,WI,Girls Tennis,144710,
Waupun High School,WI,Girls Track and Field,145937,
Waupun High School,WI,Girls Volleyball,143827,
Waupun High School,WI,Girls Wrestling,153848,
Wausau East High School,WI,Boys Baseball,141045,
Wausau East High School,WI,Boys Basketball,141434,
Wausau East High School,WI,Boys Cross Country,143372,
Wausau East High School,WI,Boys Football,146368,
Wausau East High School,WI,Boys Golf,142270,
Wausau East High School,WI,Boys Soccer,142784,
Wausau East High School,WI,Boys Swimming & Diving,154028,
Wausau East High School,WI,Boys Tennis,142614,
Wausau East High School,WI,Boys Track and Field,145415,
Wausau East High School,WI,Boys Wrestling,144801,
Wausau East High School,WI,Girls Basketball,141882,
Wausau East High School,WI,Girls Cross Country,143033,
Wausau East High School,WI,Girls Golf,154548,
Wausau East High School,WI,Girls Lacrosse-Girls,156066,
Wausau East High School,WI,Girls Soccer,144360,
Wausau East High School,WI,Girls Softball,145038,
Wausau East High School,WI,Girls Swimming & Diving,144501,
Wausau East High School,WI,Girls Tennis,144644,
Wausau East High School,WI,Girls Track and Field,145801,
Wausau East High School,WI,Girls Volleyball,143710,
Wausau East High School,WI,Girls Wrestling,153969,
Wausau West High School,WI,Boys Baseball,141046,
Wausau West High School,WI,Boys Basketball,141356,
Wausau West High School,WI,Boys Cross Country,143373,
Wausau West High School,WI,Boys Football,146369,
Wausau West High School,WI,Boys Golf,142271,
Wausau West High School,WI,Boys Hockey,144125,
Wausau West High School,WI,Boys Lacrosse-Boys,156058,
Wausau West High School,WI,Boys Soccer,142732,
Wausau West High School,WI,Boys Tennis,142615,
Wausau West High School,WI,Boys Track and Field,145416,
Wausau West High School,WI,Boys Wrestling,144802,
Wausau West High School,WI,Girls Basketball,141804,
Wausau West High School,WI,Girls Cross Country,143034,
Wausau West High School,WI,Girls Soccer,144307,
Wausau West High School,WI,Girls Softball,145039,
Wausau West High School,WI,Girls Swimming & Diving,144502,
Wausau West High School,WI,Girls Tennis,144645,
Wausau West High School,WI,Girls Track and Field,145802,
Wausau West High School,WI,Girls Volleyball,143711,
Wausau West High School,WI,Girls Wrestling,149468,
Wautoma High School,WI,Boys Baseball,141132,
Wautoma High School,WI,Boys Basketball,141529,
Wautoma High School,WI,Boys Cross Country,154485,
Wautoma High School,WI,Boys Football,146370,
Wautoma High School,WI,Boys Golf,156045,
Wautoma High School,WI,Boys Soccer,154583,
Wautoma High School,WI,Boys Track and Field,146967,
Wautoma High School,WI,Boys Wrestling,155450,
Wautoma High School,WI,Girls Basketball,141977,
Wautoma High School,WI,Girls Cross Country,154530,
Wautoma High School,WI,Girls Soccer,156105,
Wautoma High School,WI,Girls Softball,145184,
Wautoma High School,WI,Girls Track and Field,146968,
Wautoma High School,WI,Girls Volleyball,143828,
Wautoma High School,WI,Girls Wrestling,155507,
Wauwatosa West High School,WI,Boys Baseball,146933,
Wauwatosa West High School,WI,Boys Basketball,141436,
Wauwatosa West High School,WI,Boys Cross Country,143375,
Wauwatosa West High School,WI,Boys Football,146372,
Wauwatosa West High School,WI,Boys Lacrosse-Boys,140758,
Wauwatosa West High School,WI,Boys Soccer,142786,
Wauwatosa West High School,WI,Boys Swimming & Diving,155388,
Wauwatosa West High School,WI,Boys Tennis,142617,
Wauwatosa West High School,WI,Boys Track and Field,145418,
Wauwatosa West High School,WI,Boys Volleyball,142929,
Wauwatosa West High School,WI,Boys Wrestling,155452,
Wauwatosa West High School,WI,Girls Basketball,141884,
Wauwatosa West High School,WI,Girls Cross Country,143036,
Wauwatosa West High School,WI,Girls Soccer,144362,
Wauwatosa West High School,WI,Girls Softball,145041,
Wauwatosa West High School,WI,Girls Swimming & Diving,144533,
Wauwatosa West High School,WI,Girls Tennis,144647,
Wauwatosa West High School,WI,Girls Track and Field,145804,
Wauwatosa West High School,WI,Girls Volleyball,143713,
Wauwatosa West High School,WI,Girls Wrestling,155509,
Wauzeka-Stueben High School,WI,Boys Baseball,141285,
Wauzeka-Stueben High School,WI,Boys Basketball,141733,
Wauzeka-Stueben High School,WI,Boys Cross Country,143605,
Wauzeka-Stueben High School,WI,Boys Football,154190,
Wauzeka-Stueben High School,WI,Boys Track and Field,145680,
Wauzeka-Stueben High School,WI,Girls Basketball,142167,
Wauzeka-Stueben High School,WI,Girls Cross Country,143264,
Wauzeka-Stueben High School,WI,Girls Softball,145300,
Wauzeka-Stueben High School,WI,Girls Track and Field,146061,
Wauzeka-Stueben High School,WI,Girls Volleyball,144055,
Wayland Academy High School,WI,Boys Baseball,146770,
Wayland Academy High School,WI,Boys Basketball,141624,
Wayland Academy High School,WI,Boys Cross Country,143606,
Wayland Academy High School,WI,Boys Football 8-Player,149563,
Wayland Academy High School,WI,Boys Golf,140556,
Wayland Academy High School,WI,Boys Lacrosse-Boys,154229,
Wayland Academy High School,WI,Boys Soccer,142890,
Wayland Academy High School,WI,Boys Swimming & Diving,153843,
Wayland Academy High School,WI,Boys Tennis,142678,
Wayland Academy High School,WI,Boys Track and Field,145681,
Wayland Academy High School,WI,Boys Wrestling,152320,
Wayland Academy High School,WI,Girls Basketball,142071,
Wayland Academy High School,WI,Girls Cross Country,143265,
Wayland Academy High School,WI,Girls Soccer,146769,
Wayland Academy High School,WI,Girls Softball,145250,
Wayland Academy High School,WI,Girls Tennis,144711,
Wayland Academy High School,WI,Girls Track and Field,146062,
Wayland Academy High School,WI,Girls Volleyball,143947,
Wayland Academy High School,WI,Girls Wrestling,152323,
