School Name,State,Sport,TeamID,Notes
Pecatonica High School,WI,Girls Wrestling,150200,
Pecatonica High School,WI,Girls Wrestling,150201,
Peshtigo High School,WI,Boys Baseball,141106,
Peshtigo High School,WI,Boys Basketball,141502,
Peshtigo High School,WI,Boys Cross Country,143448,
Peshtigo High School,WI,Boys Football,146286,
Peshtigo High School,WI,Boys Golf,142350,
Peshtigo High School,WI,Boys Soccer,142876,
Peshtigo High School,WI,Boys Track and Field,145516,
Peshtigo High School,WI,Boys Wrestling,144850,
Peshtigo High School,WI,Girls Basketball,141952,
Peshtigo High School,WI,Girls Cross Country,143107,
Peshtigo High School,WI,Girls Soccer,150798,
Peshtigo High School,WI,Girls Softball,145162,
Peshtigo High School,WI,Girls Track and Field,145900,
Peshtigo High School,WI,Girls Volleyball,143794,
Peshtigo High School,WI,Girls Wrestling,147587,
Pewaukee High School,WI,Boys Baseball,146908,
Pewaukee High School,WI,Boys Basketball,141410,
Pewaukee High School,WI,Boys Cross Country,143345,
Pewaukee High School,WI,Boys Football,146287,
Pewaukee High School,WI,Boys Golf,146965,
Pewaukee High School,WI,Boys Soccer,142767,
Pewaukee High School,WI,Boys Tennis,142591,
Pewaukee High School,WI,Boys Track and Field,145383,
Pewaukee High School,WI,Boys Volleyball,147789,
Pewaukee High School,WI,Boys Wrestling,144776,
Pewaukee High School,WI,Girls Basketball,141858,
Pewaukee High School,WI,Girls Cross Country,143006,
Pewaukee High School,WI,Girls Golf,144187,
Pewaukee High School,WI,Girls Soccer,144342,
Pewaukee High School,WI,Girls Softball,145091,
Pewaukee High School,WI,Girls Swimming & Diving,139194,
Pewaukee High School,WI,Girls Tennis,144615,
Pewaukee High School,WI,Girls Track and Field,145769,
Pewaukee High School,WI,Girls Volleyball,143795,
Pewaukee High School,WI,Girls Wrestling,154051,
Platteville High School,WI,Boys Baseball,141107,
Platteville High School,WI,Boys Basketball,141503,
Platteville High School,WI,Boys Cross Country,143449,
Platteville High School,WI,Boys Football,146291,
Platteville High School,WI,Boys Golf,142351,
Platteville High School,WI,Boys Soccer,154571,
Platteville High School,WI,Boys Swimming & Diving,139868,
Platteville High School,WI,Boys Track and Field,145517,
Platteville High School,WI,Girls Basketball,141953,
Platteville High School,WI,Girls Cross Country,143108,
Platteville High School,WI,Girls Gymnastics,155329,
Platteville High School,WI,Girls Soccer,156093,
Platteville High School,WI,Girls Softball,145163,
Platteville High School,WI,Girls Swimming & Diving,139196,
Platteville High School,WI,Girls Track and Field,145901,
Platteville High School,WI,Girls Volleyball,143797,
Plymouth High School,WI,Boys Baseball,146911,
Plymouth High School,WI,Boys Basketball,141412,
Plymouth High School,WI,Boys Cross Country,143450,
Plymouth High School,WI,Boys Football,146292,
Plymouth High School,WI,Boys Golf,142245,
Plymouth High School,WI,Boys Soccer,142829,
